h5ad,adata_shape,assignment_unique_obs,n_overlapping_obs_exported,n_genes_kept,n_genes_removed_blacklist,blacklist_reason_counts,kept_category_counts
/mnt/h/vir/ST/results/virtual_cell_h5ad/spatial_all.h5ad,"[7756, 32285]",7488,7488,274,8727,"{'predicted_Gm_gene': 8522, 'ribosomal': 179, 'mitochondrial': 13, 'hemoglobin': 11, 'technical_lncRNA': 2}","{'core_inflammation_chemokine': 34, 'endothelial_bbb_vascular': 34, 'ecm_remodeling_repair': 32, 'microglia_macrophage_phagocytosis': 30, 'neuronal_synaptic_recovery': 26, 'ferroptosis_redox': 25, 'candidate_axes_from_perturbmap': 24, 'cell_death_stress_heatshock': 23, 'astrocyte_reactive_gliosis': 21, 'hypoxia_metabolism_mitochondrial_stress': 20, 'complement_coagulation_platelet': 19, 'oligodendrocyte_myelin': 19}"
